200,10,3,,0.682,71648,,17.978,1351524
200,10,3,,2.727,62664,,13.674,727296
200,10,3,,3.383,104156,,22.650,1048672
200,10,3,,2.158,62884,,24.562,1166948
200,10,3,,2.126,72160,,24.835,1145772
200,10,3,,0.991,239752,,21.351,1002640
200,10,3,,5.078,110852,,14.045,1376440
200,10,3,,1.874,68632,,24.166,1594120
200,10,3,,2.008,70352,,173.432,3861300
200,10,3,,1.304,109888,,26.941,1673660
200,10,3,,0.887,110220,,25.159,1612748
200,10,3,,0.987,204748,,19.044,1110440
200,10,3,,8.577,89800,,94.216,2331948
200,10,3,,1.188,44504,,22.313,859652
200,10,3,,1.183,75304,error: OutOfMemory,33.529,6249088
200,10,3,,1.812,113392,,29.491,862824
200,10,3,,1.059,230968,,19.449,1063720
200,10,3,,1.700,110416,,68.685,1641544
200,10,3,,8.710,113120,,26.288,1003740
200,10,3,,0.848,241236,,17.893,1390872
200,10,3,,2.251,43160,,10.067,707132
200,10,3,,12.297,127432,,27.179,878744
200,10,3,,1.244,70160,,33.568,1463092
200,10,3,,2.251,111760,,28.455,1706452
200,10,3,,0.351,38932,,18.178,1840128
200,10,3,,1.232,39540,,34.053,1607352
200,10,3,,0.553,30996,,27.978,1560264
200,10,3,,7.746,112284,,83.744,2472636
200,10,3,,11.122,70912,,39.362,1639232
200,10,3,,3.156,111196,,84.218,2733512
200,10,3,,1.105,113272,,23.267,1508284
200,10,3,,0.980,234040,,25.895,1483780
200,10,3,,2.597,43256,,81.791,1767108
200,10,3,,4.914,247196,,152.955,1338336
200,10,3,,0.367,42068,,17.684,1262988
200,10,3,,0.902,109700,,24.559,2363944
200,10,3,,1.128,31908,,22.415,933880
200,10,3,,2.892,49576,,47.747,1052212
200,10,3,,2.493,126876,,113.403,2474184
200,10,3,,2.065,55696,,31.122,2061704
200,10,3,,2.343,76428,,13.398,1374800
200,10,3,,0.680,38680,,22.353,2208216
200,10,3,,2.065,110000,,63.323,2135604
200,10,3,,2.219,64832,,157.205,1945388
200,10,3,,0.482,65684,,20.431,1186028
200,10,3,,0.871,69944,,17.970,627916
200,10,3,,2.196,228724,,147.420,3246728
200,10,3,,5.611,72148,,23.269,1014644
200,10,3,,1.306,238212,,4.640,524796
200,10,3,,3.463,57652,,77.605,1612588
200,10,3,,2.740,47196,,21.493,1400644
200,10,3,,0.806,69548,,26.892,1679488
200,10,3,,2.347,66540,,12.427,789424
200,10,3,,0.673,71672,,24.914,1469084
200,10,3,,0.871,42840,,34.099,1760988
200,10,3,,8.078,111976,,371.778,3053240
200,10,3,,0.994,237172,,19.855,1418820
200,10,3,,1.022,68896,,25.426,1402760
200,10,3,,0.662,40340,,35.188,1204072
200,10,3,,0.824,39500,,34.938,1657280
200,10,3,,9.570,55988,,103.478,2489168
200,10,3,,6.130,214236,,74.295,2566172
200,10,3,,2.131,43992,,11.587,781336
200,10,3,,2.872,64220,,71.241,2978012
200,10,3,,1.903,38500,,9.112,713692
200,10,3,,4.421,112664,,23.382,1450772
200,10,3,,1.854,249712,,62.089,2336636
200,10,3,,4.678,76224,,4.205,424216
200,10,3,,5.977,231928,,51.589,1853280
200,10,3,,2.333,108328,,82.635,1920400
200,10,3,,12.361,76852,,192.373,1632452
200,10,3,,2.105,69196,,106.119,2788208
200,10,3,,2.600,61736,,55.478,2237160
200,10,3,,11.980,58652,,66.461,1556192
200,10,3,,1.957,37536,,15.500,1011200
200,10,3,,1.970,110940,,209.979,3238876
200,10,3,,2.091,223172,,68.259,1659052
200,10,3,,8.371,67884,,34.515,1258756
200,10,3,,0.985,131816,,18.833,1335592
200,10,3,,0.675,214624,,12.585,1112472
200,10,3,,0.484,112884,,9.266,920092
200,10,3,,0.665,108340,,16.146,713712
200,10,3,,1.961,75668,,10.080,555136
200,10,3,,0.729,68812,,29.656,1217652
200,10,3,,0.871,227696,,17.888,1756896
200,10,3,,3.250,70852,,21.431,1324372
200,10,3,,0.754,111024,,19.065,1577148
200,10,3,,1.102,112908,,42.991,1501004
200,10,3,,1.444,109712,,54.242,1949820
200,10,3,,3.185,112772,,28.990,1527520
200,10,3,,0.637,70512,,10.447,850480
200,10,3,,0.960,111492,,44.159,1907956
200,10,3,,0.802,41108,,14.582,974728
200,10,3,,7.816,69324,,25.224,1451224
200,10,3,,1.522,69116,,18.132,1055804
200,10,3,,1.536,111608,,16.563,909480
200,10,3,,1.607,114484,,38.668,1020728
200,10,3,,1.180,108508,,32.725,1396432
200,10,3,,1.516,112096,,105.425,2118428
200,10,3,,6.189,109524,,69.077,2603356
200,10,5,,9.029,209008,,97.681,2953364
200,10,5,,15.455,186932,,50.007,2753392
200,10,5,,4.961,254564,,48.273,2064860
200,10,5,,5.275,112388,,126.736,3348860
200,10,5,,1.263,233888,,16.737,767108
200,10,5,error: OutOfMemory,26.298,5486364,TIMEOUT of 1200s,1200.099190711975,3667504
200,10,5,,9.287,248740,error: OutOfMemory,206.432,5085816
200,10,5,,3.007,113320,,20.695,1076552
200,10,5,,8.110,241684,,107.132,4016016
200,10,5,,2.680,399920,,67.997,2641328
200,10,5,,3.863,136336,,237.753,4242708
200,10,5,,6.437,224832,,35.461,1858640
200,10,5,,6.606,208004,,134.166,3987604
200,10,5,,6.492,206204,,207.535,3720124
200,10,5,,7.288,177636,,47.372,2178956
200,10,5,,134.315,136248,,42.354,769228
200,10,5,,1.255,238696,,28.543,1570100
200,10,5,,3.830,218536,,86.595,2451740
200,10,5,,10.866,230872,TIMEOUT of 1200s,1200.0946247577667,3174376
200,10,5,,2.617,494984,,41.520,2639228
200,10,5,,1.738,239784,,60.865,2955068
200,10,5,,4.259,237540,TIMEOUT of 1200s,1200.0486636161804,1965948
200,10,5,,11.826,477476,,150.875,2376548
200,10,5,,2.823,403020,TIMEOUT of 1200s,1200.0934450626373,4444600
200,10,5,,5.094,472672,error: OutOfMemory,20.089,5967724
200,10,5,,5.048,76416,error: OutOfMemory,26.645,6241304
200,10,5,,2.410,494692,,67.286,2918636
200,10,5,,8.774,251924,,203.383,4162336
200,10,5,,5.717,202336,,39.668,1241572
200,10,5,,1.745,231484,,49.979,2028568
200,10,5,,4.100,231620,,50.820,1904240
200,10,5,,3.318,224192,,35.889,1585920
200,10,5,,2.709,115792,,64.836,2649680
200,10,5,,3.352,118548,,43.799,1566956
200,10,5,,3.280,77792,,73.298,2333444
200,10,5,,3.297,224272,error: OutOfMemory,27.222,7665508
200,10,5,,2.873,425628,,44.169,2094336
200,10,5,,3.897,239128,,96.856,4354872
200,10,5,,0.799,116784,,4.752,476172
200,10,5,,3.806,492780,,69.148,2301748
200,10,5,,2.674,233896,,22.561,1153620
200,10,5,,11.879,435260,,160.839,5000048
200,10,5,,3.840,460888,,68.631,2363804
200,10,5,,5.386,247604,TIMEOUT of 1200s,1200.1012525558472,3115436
200,10,5,,5.009,491228,,116.439,2672868
200,10,5,,7.132,135184,,413.456,2258924
200,10,5,,7.410,213652,,243.546,4986032
200,10,5,,14.733,222320,error: OutOfMemory,222.347,7370948
200,10,5,,3.969,242184,,42.017,2177948
200,10,5,,5.592,255212,,105.811,3241420
200,10,5,,5.750,492708,,58.230,2919544
200,10,5,,12.977,406664,error: OutOfMemory,38.321,5413572
200,10,5,error: OutOfMemory,22.687,7863912,error: OutOfMemory,22.395,6267436
200,10,5,,3.695,245296,,31.974,2121136
200,10,5,,2.704,249456,,50.690,1778364
200,10,5,,4.086,230964,,48.606,1577916
200,10,5,,2.496,217532,,19.830,1503008
200,10,5,,5.697,76004,,112.495,2913700
200,10,5,error: OutOfMemory,40.158,7403896,,85.567,2864772
200,10,5,,3.711,115140,,11.116,333660
200,10,5,,4.516,112856,,40.369,2151328
200,10,5,,3.938,240332,,51.020,2102788
200,10,5,,9.705,387448,,50.070,2169528
200,10,5,,1.063,115736,,26.099,1402196
200,10,5,,5.622,225584,,162.948,4745660
200,10,5,error: OutOfMemory,151.868,7478684,error: OutOfMemory,82.270,5987012
200,10,5,,1.733,239252,,36.617,1520508
200,10,5,,3.259,213952,,127.993,2474512
200,10,5,,7.266,263928,,40.526,2221448
200,10,5,,8.165,452216,,366.234,3378144
200,10,5,,3.221,135936,,31.831,1446256
200,10,5,,7.078,224588,,77.749,2190480
200,10,5,error: OutOfMemory,21.325,5929540,,73.150,2669324
200,10,5,,3.582,481364,,7.589,391508
200,10,5,,1.930,251568,,53.393,2124780
200,10,5,,2.894,206956,,114.435,2547636
200,10,5,,2.482,237328,,60.550,2199168
200,10,5,,1.406,199836,,51.789,2574148
200,10,5,,2.786,112936,,18.980,527684
200,10,5,,17.986,112204,TIMEOUT of 1200s,1200.0086228847504,5549692
200,10,5,,6.792,248248,TIMEOUT of 1200s,1200.0303955078125,2991124
200,10,5,,3.419,133312,error: OutOfMemory,38.080,6582672
200,10,5,,11.002,116388,,69.149,2102036
200,10,5,,8.277,222100,,136.922,4299600
200,10,5,,3.955,221044,,75.133,3074184
200,10,5,,3.653,247972,TIMEOUT of 1200s,1200.03302526474,2531036
200,10,5,,5.287,440308,,159.467,3647588
200,10,5,,2.425,116288,,48.355,1876600
200,10,5,,6.703,208020,,47.078,2166020
200,10,5,,2.858,452360,,57.014,2709996
200,10,5,,2.047,132620,,37.727,2185652
200,10,5,,4.575,482460,,42.266,1517200
200,10,5,,15.959,241536,,275.691,5437180
200,10,5,,3.822,255992,TIMEOUT of 1200s,1200.0378823280334,1909940
200,10,5,,3.768,422336,,95.016,3042468
200,15,3,,2.832,236748,,397.503,3422164
200,15,3,,1.880,109256,,84.907,3332408
200,15,3,,0.986,69092,,31.837,1721788
200,15,3,,0.492,110004,,24.613,2103496
200,15,3,,1.196,193980,,5.376,360396
200,15,3,,0.873,111268,,63.537,3245612
200,15,3,,5.649,112312,,32.319,2225052
200,15,3,,1.308,72104,,88.181,4185828
200,15,3,,1.337,247892,,43.863,2804996
200,15,3,,1.220,240416,,34.330,1951060
200,15,3,,1.418,211688,,54.683,2325448
200,15,3,,3.633,110932,,59.529,3058760
200,15,3,,0.814,112188,,32.290,2590764
200,15,3,,5.623,82184,,19.397,1729788
200,15,3,,0.861,228388,,33.457,2294416
200,15,3,,1.630,111672,,23.196,1363088
200,15,3,,4.324,112908,,132.344,3533508
200,15,3,,3.445,227560,,50.106,2374992
200,15,3,,0.974,72608,,32.573,1958496
200,15,3,,2.707,110956,,71.577,3018916
200,15,3,,6.023,111684,,58.743,3048100
200,15,3,,2.149,129256,,244.224,5294608
200,15,3,,4.946,129084,,87.705,3157676
200,15,3,,0.893,108560,,44.577,2859224
200,15,3,,3.769,109896,,120.090,2964820
200,15,3,,1.486,244284,,36.618,1957716
200,15,3,,3.599,97804,,62.093,2320196
200,15,3,,6.506,238164,,273.119,6270732
200,15,3,,1.077,67564,,55.466,2844356
200,15,3,,6.519,84728,,36.007,2431724
200,15,3,,1.038,110584,,34.800,1967152
200,15,3,,1.427,68024,error: OutOfMemory,53.947,6934564
200,15,3,,1.637,112868,,71.042,2688604
200,15,3,,1.148,69768,,37.803,1652524
200,15,3,,2.669,108664,,48.295,3026172
200,15,3,,1.050,230092,,60.359,3994096
200,15,3,,0.957,230168,,39.549,2190772
200,15,3,,3.381,246796,,149.923,2850428
200,15,3,,4.264,125556,,47.715,2923336
200,15,3,,1.281,41984,,71.352,3991244
200,15,3,,1.712,108756,,65.668,2599320
200,15,3,,1.154,112392,,19.349,1768180
200,15,3,,2.903,113416,,23.825,1846676
200,15,3,,6.853,61560,,83.560,2280152
200,15,3,,8.548,68688,,43.111,2248564
200,15,3,,1.795,222656,,55.202,2826332
200,15,3,,2.593,128984,,55.321,2465964
200,15,3,,5.030,66968,,48.536,3291864
200,15,3,,14.559,107168,,143.588,3495644
200,15,3,,1.073,226704,,34.478,1520164
200,15,3,,6.851,100716,,64.764,2763388
200,15,3,,1.781,253780,,56.640,2687244
200,15,3,,2.501,111780,,101.058,3101484
200,15,3,,0.806,72628,,50.826,2991188
200,15,3,,6.804,214164,,45.315,2767920
200,15,3,,3.380,108956,,170.091,3914212
200,15,3,,1.104,245220,,60.230,2392640
200,15,3,,9.268,187104,,75.051,4765052
200,15,3,,1.243,225684,,28.326,1713528
200,15,3,,3.067,68224,,0.902,57588
200,15,3,,3.151,70368,,61.908,2031196
200,15,3,,0.669,110476,,41.995,2691972
200,15,3,,178.859,230444,,151.353,4093036
200,15,3,,1.649,110672,TIMEOUT of 1200s,1200.0788645744324,3198232
200,15,3,,10.548,91204,,42.794,2915508
200,15,3,,9.136,118128,,112.636,6627260
200,15,3,,1.145,247884,,37.290,2248864
200,15,3,,3.841,196144,,170.361,3843096
200,15,3,,3.701,247452,,27.189,1152336
200,15,3,,7.131,129008,,60.294,2877704
200,15,3,,1.628,111520,,80.640,3773200
200,15,3,,3.272,224872,,18.358,1956704
200,15,3,,1.568,111864,,48.792,2110404
200,15,3,,1.031,127500,,89.601,3305948
200,15,3,,1.359,110696,,47.185,2449960
200,15,3,,1.275,128300,,56.034,2952924
200,15,3,,1.607,236520,,64.191,2910828
200,15,3,,1.121,71948,,37.816,2552996
200,15,3,,4.007,111296,,226.103,6557508
200,15,3,,12.580,108436,,164.284,3482744
200,15,3,,4.617,105160,,133.136,4921828
200,15,3,,2.067,225944,,56.296,2160756
200,15,3,,11.491,109520,,90.054,4032624
200,15,3,,3.778,57748,,87.873,2836720
200,15,3,,0.927,130300,,63.867,2314136
200,15,3,,2.523,130084,,137.594,3098160
200,15,3,,0.659,38628,,23.923,1479624
200,15,3,,1.126,239720,,33.763,1907284
200,15,3,,1.515,209976,,32.545,1639256
200,15,3,,0.818,129468,,39.603,2730936
200,15,3,,2.634,109808,,116.348,4312424
200,15,3,,5.602,112680,,126.919,2288360
200,15,3,,5.543,109220,,66.749,2811212
200,15,3,,2.679,243956,error: OutOfMemory,21.856,8017352
200,15,3,,3.473,241924,,7.211,838888
200,15,3,,0.917,110420,,24.908,1576708
200,15,3,,1.569,248024,,66.116,2892784
200,15,3,,3.872,112948,,154.396,4740196
200,15,3,,0.945,68172,,29.905,1845772
200,15,3,,2.257,78820,error: OutOfMemory,28.007,6213148
200,15,5,,2.884,394464,,43.671,2059756
200,15,5,,2.580,70836,info: ^^^,96.78795170783997,6209760
200,15,5,,3.266,484096,,53.756,2897176
200,15,5,,4.162,484688,TIMEOUT of 1200s,1200.0624601840973,5588120
200,15,5,,2.399,495308,,64.860,3485372
200,15,5,,3.846,131128,,259.098,6056000
200,15,5,,17.014,235504,,105.799,4554060
200,15,5,,3.930,224220,,76.860,4033252
200,15,5,,1.998,128544,,72.263,4012152
200,15,5,,2.040,225156,TIMEOUT of 1200s,1200.0023555755615,3369616
200,15,5,,2.339,131632,,99.741,3719464
200,15,5,,6.699,219864,,81.988,3974248
200,15,5,,5.177,233160,,190.384,4871052
200,15,5,,4.679,226468,,323.199,5068512
200,15,5,,2.818,383848,,52.545,2358320
200,15,5,,2.500,116460,error: OutOfMemory,17.712,7646508
200,15,5,,2.096,233580,,16.067,761844
200,15,5,,14.416,493996,info: ^^^,154.32313299179077,6828196
200,15,5,,7.258,234572,,140.672,3349820
200,15,5,,1.870,218220,,79.452,3969168
200,15,5,,11.695,257588,,503.857,6700100
200,15,5,,2.494,207756,,68.976,4644924
200,15,5,,5.156,483184,error: OutOfMemory,275.482,6273140
200,15,5,,8.162,257680,,194.897,7542084
200,15,5,,2.301,206252,TIMEOUT of 1200s,1200.0388951301575,5324612
200,15,5,,70.041,757560,error: OutOfMemory,50.229,6718864
200,15,5,,9.941,254720,info: ^^^,183.19526648521423,5993672
200,15,5,,8.666,492164,,94.373,4371864
200,15,5,,10.765,221328,error: OutOfMemory,33.594,6787752
200,15,5,,2.477,237568,,5.459,365296
200,15,5,,3.079,254000,,171.165,5221652
200,15,5,error: OutOfMemory,694.481,5500688,error: OutOfMemory,109.717,6783460
